,Element Count,Element Name,Of Which are Numerical,source
325,14.0,priorperiodpolicychangeadjustmentsgeneralfree-textcomment,0.0,uk-gaap-full
326,13.0,investmentspolicy,0.0,uk-gaap-full
333,12.0,descriptionnaturereasonsfordeparturefromstandarditseffect,0.0,uk-gaap-full
336,11.0,descriptionanychangestopreviousperiodcomparatives,0.0,uk-gaap-full
340,10.0,descriptionrightstovotes,0.0,uk-gaap-full
343,10.0,descriptioncontributionscheme,0.0,uk-gaap-full
347,9.0,principalactivityjoint-venture,0.0,uk-gaap-full
351,9.0,namejoint-venture,0.0,uk-gaap-full
355,8.0,namedefinedcontributionscheme,0.0,uk-gaap-full
358,8.0,capitalcommitmentsfree-textcomment,0.0,uk-gaap-full
359,8.0,principalactivityotherparticipatinginterestorinvestment,0.0,uk-gaap-full
370,7.0,descriptionsignificantestimationtechnique,0.0,uk-gaap-full
379,6.0,lessorpolicies,0.0,uk-gaap-full
381,6.0,descriptionspecificdeparturefromnormalassumption,0.0,uk-gaap-full
384,5.0,descriptioneffectchangeinestimatesresidualvaluestangiblefixedassets,0.0,uk-gaap-full
389,5.0,generalinformationonrightsincludingclassificationsharevariationswithcircumstanceothermatters,0.0,uk-gaap-full
390,5.0,descriptionpensioncommitments,0.0,uk-gaap-full
393,5.0,descriptionclasscapitalassociate,0.0,uk-gaap-full
397,5.0,descriptionclasscapitalotherparticipatinginterestorinvestment,0.0,uk-gaap-full
399,4.0,descriptioneffectspecificrevisiontousefullifetangiblefixedassets,0.0,uk-gaap-full
404,4.0,accountingperiodassociate,0.0,uk-gaap-full
407,4.0,descriptioneffectreasonsforanychangeinmethodsdepreciationtangiblefixedassets,0.0,uk-gaap-full
412,4.0,definedcontributionschemefree-textcomment,0.0,uk-gaap-full
415,4.0,namebusinesssegment,0.0,uk-gaap-full
417,4.0,borrowingsfree-textcomment,0.0,uk-gaap-full
418,4.0,descriptionsubsidiary,0.0,uk-gaap-full
422,4.0,balancesheetfree-textcomment,0.0,uk-gaap-full
442,3.0,subsidiaryfree-textcomment,0.0,uk-gaap-full
447,3.0,descriptionreasonsforpurchaseownshares,0.0,uk-gaap-full
449,3.0,currentassetinvestmentsfree-textcomment,0.0,uk-gaap-full
451,3.0,reservesfree-textcomment,0.0,uk-gaap-full
466,2.0,dividendspolicy,0.0,uk-gaap-full
467,2.0,descriptioneffectreasonsforanychangeinmethodsamortisationintangiblefixedassets,0.0,uk-gaap-full
468,2.0,statementonwhetheraccountsareinaccordancewithsorpanydeviationsfromsorptheirimpact,0.0,uk-gaap-full
471,2.0,descriptioninformationnecessarytogivetruefairview,0.0,uk-gaap-full
473,2.0,descriptiontransitionalmethodforpost-retirementbenefitsotherthanpensions,0.0,uk-gaap-full
480,2.0,associatefree-textcomment,0.0,uk-gaap-full
483,1.0,descriptionrightstodividends,0.0,uk-gaap-full
484,1.0,accountingperiodotherparticipatinginterestorinvestment,0.0,uk-gaap-full
486,1.0,descriptionrightobligationguaranteeorcommitmentnotrecognisedasassetorliability,0.0,uk-gaap-full
487,1.0,taxonprofitonordinaryactivitiesfree-textcomment,0.0,uk-gaap-full
497,1.0,debtorsduewithinoneyearfree-textcomment,0.0,uk-gaap-full
499,1.0,descriptionbusinessreport,0.0,uk-gaap-full
501,1.0,reasonforexclusionfromconsolidation,0.0,uk-gaap-full
508,1.0,statementresponsibilities,0.0,uk-gaap-full
512,1.0,nameemployeebenefittrust,0.0,uk-gaap-full
516,1.0,descriptionchargesonassetsentityinordertosecurethirdpartyliabilities,0.0,uk-gaap-full
519,1.0,countryincorporationotherparticipatinginterestorinvestment,0.0,uk-gaap-full
521,1.0,descriptiondesignationcriteriaforfinancialassetsorliabilitiesfairvaluethroughprofitorloss,0.0,uk-gaap-full
522,1.0,descriptionaccountingstandardconcerned,0.0,uk-gaap-full
527,1.0,descriptiondifferencesinaccountingrulesbetweenanentitysindividualaccountsgroupaccounts,0.0,uk-gaap-full
531,1.0,equityinstrumentspolicy,0.0,uk-gaap-full
536,1.0,principalareaoperationsubsidiary,0.0,uk-gaap-full
537,1.0,descriptiontermsrepaymentrateinterestforfinanceleaseshirepurchasecontractsafterfiveyears,0.0,uk-gaap-full
540,0.0,tradeotherpayablespolicy,0.0,uk-gaap-full
541,0.0,premiumonshareissuessharepremiumaccount-net,0.0,uk-gaap-full
542,0.0,provisionschargedcreditedtostatementtotalrecognisedgainslossesduringperiod,0.0,uk-gaap-full
543,0.0,transferfromtootherreservesaccount,0.0,uk-gaap-full
544,0.0,transferfromtootheraggregatereserves,0.0,uk-gaap-full
545,0.0,totaltransfertofromtotalreserves,0.0,uk-gaap-full
546,0.0,statementonopenmarketvaluenon-specialisedpropertiescarriedonbasisexistingusevalue,0.0,uk-gaap-full
547,0.0,otherfinancecharges,0.0,uk-gaap-full
548,0.0,listedinvestmentsincludedinfixedassetinvestmentsaggregatemarketvalue,0.0,uk-gaap-full
549,0.0,transfertofromprofitlossaccountreservefromtootherreserves,0.0,uk-gaap-full
550,0.0,increasedecreaseindepreciationfollowingprofitlossondisposalfixedassets,0.0,uk-gaap-full
551,0.0,earliestredemptiondateredeemablepreferenceshare,0.0,uk-gaap-full
552,0.0,profitlossaccruedfromexcludedsubsidiaryfollowingcessationsevererestrictions,0.0,uk-gaap-full
553,0.0,increasedecreaseinotherreserves,0.0,uk-gaap-full
554,0.0,explanationwhyfunctionalcurrencydifferentfrompresentationcurrency,0.0,uk-gaap-full
556,0.0,tangiblefixedassetsreversalpastimpairments,0.0,uk-gaap-full
557,0.0,provisionsincreasedecreasefromfairvalueadjustments,0.0,uk-gaap-full
558,0.0,bankborrowingspolicy,0.0,uk-gaap-full
559,0.0,increasedecreaseinukdeferredtaxarisingfromadjustmentforpriorperiods,0.0,uk-gaap-full
560,0.0,othertimingdifferences,0.0,uk-gaap-full
562,0.0,fixedassetinvestmentsincreasedecreasefromtransferstoprovisions,0.0,uk-gaap-full
563,0.0,statementsonstatussubsidiary,0.0,uk-gaap-full
564,0.0,capitalisationownreservesdecreaseincreaseintotalreserves,0.0,uk-gaap-full
565,0.0,interestreceivableonbankdeposits,0.0,uk-gaap-full
566,0.0,directorsinterestinsharesordebenturesentityoritsundertakingsfree-textcomment,0.0,uk-gaap-full
567,0.0,statementtotalrecognisedgainslossesfree-textcomment,0.0,uk-gaap-full
568,0.0,gainlossfromexchangeadjustmentsotheraggregatereserves,0.0,uk-gaap-full
569,0.0,investmentsinassociatespolicy,0.0,uk-gaap-full
570,0.0,descriptionchangetoestimationtechnique,0.0,uk-gaap-full
571,0.0,financialinstrumentsrisksfree-textcomment,0.0,uk-gaap-full
572,0.0,legalformqualifyingpartnership,0.0,uk-gaap-full
573,0.0,statementthattherewasnomaterialdifferencebetweenresultsinprofitlossaccountsthoseonhistoricalcostbasis,0.0,uk-gaap-full
574,0.0,intangiblefixedassetsamortisationnegativegoodwillwrittenback,0.0,uk-gaap-full
575,0.0,lessorfinanceleasehirepurchasecontractincomepolicy,0.0,uk-gaap-full
576,0.0,descriptionanyrestrictionsrelatingtoassetsliabilitiesindividualemployeebenefittrustrecognisedonbalancesheet,0.0,uk-gaap-full
577,0.0,tangiblefixedassetsdepreciationincreasedecreasefromexchangeadjustments,0.0,uk-gaap-full
578,0.0,maximumnumberownsharesheldbyentityinperiod,0.0,uk-gaap-full
579,0.0,descriptionrightsonwindingupincludingpriorityamounts,0.0,uk-gaap-full
580,0.0,amountsowedtojoint-venturesafteroneyear,0.0,uk-gaap-full
581,0.0,netcashpaymentstoacquiresubsidiaries,0.0,uk-gaap-full
582,0.0,proceedsfromissuesharesotherequityinstrumentsexcludingsharesissuedtominorityinterests,0.0,uk-gaap-full
583,0.0,provisionsamountsunusedreversed,0.0,uk-gaap-full
584,0.0,descriptionreasonswhydeferredtaxassetduewithinoneyearshouldberecognised,0.0,uk-gaap-full
585,0.0,definiteredemptiondateredeemablepreferenceshare,0.0,uk-gaap-full
586,0.0,minorityinterestsfree-textcomment,0.0,uk-gaap-full
587,0.0,currentassetsfree-textcomment,0.0,uk-gaap-full
588,0.0,descriptiondifferencebetweenaggregatetangiblefixedassetvaluecostvaluation,0.0,uk-gaap-full
589,0.0,contingentconsiderationsliabilities,0.0,uk-gaap-full
590,0.0,investmentcompanypolicyonallocatingfinancecostsbetweenrevenuecapital,0.0,uk-gaap-full
591,0.0,registeredorheadofficeaddressqualifyingpartnership,0.0,uk-gaap-full
592,0.0,descriptionsecurityforguaranteeifrequired,0.0,uk-gaap-full
593,0.0,statementonwhethercompliancewithsorpvoluntary,0.0,uk-gaap-full
594,0.0,tradeotherpayablesfree-textcomment,0.0,uk-gaap-full
595,0.0,certificatesdeposituk,0.0,uk-gaap-full
596,0.0,amountguaranteed,0.0,uk-gaap-full
597,0.0,intangiblefixedassetsreversalpastimpairments,0.0,uk-gaap-full
598,0.0,deferredtaxcurrentassetduewithinoneyear,0.0,uk-gaap-full
599,0.0,preferencesharesclassifiedasdebtfinancecharges,0.0,uk-gaap-full
600,0.0,unrealisedgainlossonacquisitionordisposalfixedassetinvestments,0.0,uk-gaap-full
601,0.0,descriptionassociate,0.0,uk-gaap-full
602,0.0,descriptionanynon-comparableitemsinprofitlossaccountorbalancesheet,0.0,uk-gaap-full
603,0.0,debtduewithinoneyear,0.0,uk-gaap-full
604,0.0,deferredtaxarisingonothergainslossesrecognisedinthisstatement,0.0,uk-gaap-full
605,0.0,descriptionprobablecontingentassets,0.0,uk-gaap-full
606,0.0,billsexchangeafteroneyear,0.0,uk-gaap-full
607,0.0,descriptionrightsonredemptionincludingdatesamountspayable,0.0,uk-gaap-full
608,0.0,otherofficecostsadministrativeexpenses,0.0,uk-gaap-full
610,0.0,rentalotherincomefrompropertycontributingtoturnover,0.0,uk-gaap-full
611,0.0,premisesrepairsrenewalsmaintenancecostsales,0.0,uk-gaap-full
612,0.0,loansotherthanbanksloansoverdraftsfinancecharges,0.0,uk-gaap-full
613,0.0,corporationtaxrecoverablecurrentassetdueafteroneyear,0.0,uk-gaap-full
614,0.0,vehiclerepairsmaintenanceadministrativeexpenses,0.0,uk-gaap-full
615,0.0,rentpremisesadministrativeexpenses,0.0,uk-gaap-full
616,0.0,wagessalariesadministrativeexpenses,0.0,uk-gaap-full
617,0.0,equityreserve,0.0,uk-gaap-full
618,0.0,purchasesdistributioncosts,0.0,uk-gaap-full
619,0.0,bankborrowingsdebenturesbetweenonetotwoyears,0.0,uk-gaap-full
620,0.0,bankborrowingsdebentures,0.0,uk-gaap-full
621,0.0,fixedassetinvestmentsprovisionsincreasedecreasefromtransfersbetweenitems,0.0,uk-gaap-full
622,0.0,purchasescostsales,0.0,uk-gaap-full
623,0.0,bankloansoverdraftsfinancecharges,0.0,uk-gaap-full
624,0.0,amountsowedtosubsidiarieswithinoneyear,0.0,uk-gaap-full
625,0.0,tradeotherreceivablespolicy,0.0,uk-gaap-full
626,0.0,obligationsunderfinanceleaseshirepurchasecontractsafterfiveyears,0.0,uk-gaap-full
627,0.0,governmentgrantswithinoneyear,0.0,uk-gaap-full
628,0.0,taxationsocialsecuritydueafteroneyear,0.0,uk-gaap-full
629,0.0,intangiblefixedassetsamortisationincreasedecreasefromexchangeadjustment,0.0,uk-gaap-full
630,0.0,servicechargesonpremisescostsales,0.0,uk-gaap-full
631,0.0,computersoftwareitconsumablesmaintenanceadministrativeexpenses,0.0,uk-gaap-full
633,0.0,governmentgrants,0.0,uk-gaap-full
634,0.0,averagecapitalemployed,0.0,uk-gaap-full
635,0.0,gainlossonsaleorterminationoperations,0.0,uk-gaap-full
636,0.0,valuerexternaltoentity,0.0,uk-gaap-full
637,0.0,basisvaluationtangiblefixedassets,0.0,uk-gaap-full
638,0.0,valuationtangiblefixedassets,0.0,uk-gaap-full
639,0.0,datelastfullvaluationifvaluationshavenotbeenupdated,0.0,uk-gaap-full
640,0.0,commitmentsundernon-cancellableoperatingleaseslandbuildings,0.0,uk-gaap-full
642,0.0,long-termcontractsnetcostlessforeseeablelosses,0.0,uk-gaap-full
643,0.0,datefinancialstatementsubsidiary,0.0,uk-gaap-full
644,0.0,purchaseownsharesfree-textcomment,0.0,uk-gaap-full
645,0.0,datefinancialstatementassociate,0.0,uk-gaap-full
646,0.0,depreciationtangiblefixedassetsadministrativeexpenses,0.0,uk-gaap-full
647,0.0,charitabledonationsadministrativeexpenses,0.0,uk-gaap-full
648,0.0,datewhenceasedtobelegalorregisteredname,0.0,uk-gaap-full
649,0.0,bankchargesdetailedpl,0.0,uk-gaap-full
650,0.0,telecommunicationscostsadministrativeexpenses,0.0,uk-gaap-full
651,0.0,marketingadvertisingcostsadministrativeexpenses,0.0,uk-gaap-full
652,0.0,postagecostsadministrativeexpenses,0.0,uk-gaap-full
653,0.0,basisdominantinfluencesubsidiary,0.0,uk-gaap-full
654,0.0,cashflowoutflowfrommanagementliquidresources,0.0,uk-gaap-full
655,0.0,vatcurrentassetduewithinoneyear,0.0,uk-gaap-full
657,0.0,interestpaid,0.0,uk-gaap-full
658,0.0,purchasetangiblefixedassets,0.0,uk-gaap-full
659,0.0,saletangiblefixedassets,0.0,uk-gaap-full
660,0.0,cashflowoutflowfromcapitalexpenditurefinancialinvestment,0.0,uk-gaap-full
661,0.0,equitydividendspaid,0.0,uk-gaap-full
662,0.0,capitalelementfinanceleaserentalpayments,0.0,uk-gaap-full
665,0.0,otherborrowingsinterestpaymentssimilarcharges,0.0,uk-gaap-full
666,0.0,obligationsunderfinanceleasehirepurchasecontracts,0.0,uk-gaap-full
668,0.0,charitabledonations,0.0,uk-gaap-full
670,0.0,bankborrowingsfree-textcomment,0.0,uk-gaap-full
671,0.0,aggregatemarketvaluelistedinvestmentsdate,0.0,uk-gaap-full
672,0.0,debenturesotherloans,0.0,uk-gaap-full
673,0.0,debenturesotherloansfree-textcomment,0.0,uk-gaap-full
674,0.0,fixedassetinvestmentsreservesdisposals,0.0,uk-gaap-full
675,0.0,internalauditservicesadministrativeexpenses,0.0,uk-gaap-full
676,0.0,decreaseincreaseindebtors,0.0,uk-gaap-full
677,0.0,decreaseincreaseinstocks,0.0,uk-gaap-full
678,0.0,totaldepreciationamortisationimpairmentcharges,0.0,uk-gaap-full
679,0.0,directorsfeesadministrativeexpenses,0.0,uk-gaap-full
680,0.0,fixedassetinvestmentsotherincreasedecrease,0.0,uk-gaap-full
681,0.0,ownsharesnumber,0.0,uk-gaap-full
682,0.0,otheroperatingcostscostsales,0.0,uk-gaap-full
683,0.0,freightcarriagedistributioncosts,0.0,uk-gaap-full
684,0.0,advertisingpromotionalcostsdistributioncosts,0.0,uk-gaap-full
685,0.0,entertainingstaffdistributioncosts,0.0,uk-gaap-full
686,0.0,stafftrainingadministrativeexpenses,0.0,uk-gaap-full
687,0.0,directorssalariesadministrativeexpenses,0.0,uk-gaap-full
688,0.0,employersnationalinsurancedirectorsadministrativeexpenses,0.0,uk-gaap-full
690,0.0,travelsubsistenceexpensesadministrativeexpenses,0.0,uk-gaap-full
691,0.0,advertisingpromotionalcostsadministrativeexpenses,0.0,uk-gaap-full
692,0.0,entertainingstaffadministrativeexpenses,0.0,uk-gaap-full
693,0.0,printingpostagestationeryadministrativeexpenses,0.0,uk-gaap-full
694,0.0,datatelecommunicationscostsadministrativeexpenses,0.0,uk-gaap-full
695,0.0,percentagesubsidiaryheldbyindirectholdings,0.0,uk-gaap-full
696,0.0,generaldescriptionfinancialriskfactorstheirmanagement,0.0,uk-gaap-full
697,0.0,statementonscopelegislationcoveringfinancialstatements,0.0,uk-gaap-full
698,0.0,taxationsocialsecurity,0.0,uk-gaap-full
15,261910.0,equity,261910.0,frs-102
20,247806.0,creditors,247806.0,frs-102
27,175851.0,netassetsliabilities,175851.0,frs-102
32,155559.0,cashbankonhand,155559.0,frs-102
42,114639.0,propertyplantequipment,114639.0,frs-102
45,112273.0,propertyplantequipmentgrosscost,112273.0,frs-102
49,107646.0,accumulateddepreciationimpairmentpropertyplantequipment,107646.0,frs-102
52,100525.0,increasefromdepreciationchargeforyearpropertyplantequipment,100525.0,frs-102
58,77626.0,tradedebtorstradereceivables,77626.0,frs-102
60,72918.0,tradecreditorstradepayables,72918.0,frs-102
62,69799.0,othertaxationsocialsecuritypayable,69799.0,frs-102
66,48958.0,totalinventories,48958.0,frs-102
67,46358.0,provisionsforliabilitiesbalancesheetsubtotal,46358.0,frs-102
69,44547.0,corporationtaxpayable,44547.0,frs-102
70,44368.0,totaladditionsincludingfrombusinesscombinationspropertyplantequipment,44368.0,frs-102
75,34825.0,numbersharesissuedfullypaid,34825.0,frs-102
77,29762.0,profitloss,29762.0,frs-102
80,25286.0,accruedliabilitiesnotexpressedwithincreditorssubtotal,25286.0,frs-102
87,21724.0,taxationsocialsecuritypayable,21724.0,frs-102
89,21156.0,additionsotherthanthroughbusinesscombinationspropertyplantequipment,21156.0,frs-102
90,20235.0,intangibleassetsgrosscost,20235.0,frs-102
91,19972.0,intangibleassets,19972.0,frs-102
94,18019.0,accumulatedamortisationimpairmentintangibleassets,18019.0,frs-102
99,17291.0,accruedliabilities,17291.0,frs-102
101,16557.0,accruedliabilitiesdeferredincome,16557.0,frs-102
102,15939.0,nominalvalueallottedsharecapital,15939.0,frs-102
106,14541.0,disposalspropertyplantequipment,14541.0,frs-102
109,13440.0,disposalsdecreaseindepreciationimpairmentpropertyplantequipment,13440.0,frs-102
114,12566.0,increasefromamortisationchargeforyearintangibleassets,12566.0,frs-102
116,12298.0,turnoverrevenue,12298.0,frs-102
117,12067.0,dividendspaid,12067.0,frs-102
118,11812.0,financeleaseliabilitiespresentvaluetotal,11812.0,frs-102
135,10587.0,taxtaxcreditonprofitorlossonordinaryactivities,10587.0,frs-102
138,9487.0,prepaymentsaccruedincome,9487.0,frs-102
144,7674.0,amountsowedtodirectors,7674.0,frs-102
147,6784.0,staffcostsemployeebenefitsexpense,6784.0,frs-102
152,6401.0,prepayments,6401.0,frs-102
154,6205.0,comprehensiveincomeexpense,6205.0,frs-102
157,5749.0,totalborrowings,5749.0,frs-102
160,5429.0,otheroperatingexpensesformat2,5429.0,frs-102
161,5374.0,depreciationrateusedforpropertyplantequipment,5374.0,frs-102
162,5316.0,investmentproperty,5316.0,frs-102
164,5136.0,value-addedtaxpayable,5136.0,frs-102
165,5083.0,amountsowedtogroupundertakings,5083.0,frs-102
166,4991.0,taxationincludingdeferredtaxationbalancesheetsubtotal,4991.0,frs-102
173,4596.0,rawmaterialsconsumablesused,4596.0,frs-102
174,4586.0,otherdisposalspropertyplantequipment,4586.0,frs-102
178,4315.0,provisions,4315.0,frs-102
181,4177.0,otherdisposalsdecreaseindepreciationimpairmentpropertyplantequipment,4177.0,frs-102
182,4135.0,investmentpropertyfairvaluemodel,4135.0,frs-102
184,3984.0,otherremainingborrowings,3984.0,frs-102
188,3781.0,recoverablevalue-addedtax,3781.0,frs-102
189,3737.0,depreciationamortisationimpairmentexpense,3737.0,frs-102
192,3617.0,amountsowedbygroupundertakings,3617.0,frs-102
193,3586.0,corporationtaxrecoverable,3586.0,frs-102
194,3528.0,otheroperatingincomeformat2,3528.0,frs-102
195,3269.0,deferredincome,3269.0,frs-102
199,3030.0,futureminimumleasepaymentsundernon-cancellableoperatingleases,3030.0,frs-102
202,2606.0,investmentsingroupundertakings,2606.0,frs-102
203,2445.0,totaladditionsincludingfrombusinesscombinationsintangibleassets,2445.0,frs-102
206,2308.0,depreciationexpensepropertyplantequipment,2308.0,frs-102
207,2292.0,otherinterestreceivablesimilarincomefinanceincome,2292.0,frs-102
208,2272.0,merchandise,2272.0,frs-102
209,2262.0,otherinvestmentsotherthanloans,2262.0,frs-102
211,2167.0,otherinventories,2167.0,frs-102
212,2131.0,issueequityinstruments,2131.0,frs-102
214,2108.0,accumulateddepreciationnotincludingimpairmentpropertyplantequipment,2108.0,frs-102
216,1966.0,totalincreasedecreasefromrevaluationspropertyplantequipment,1966.0,frs-102
217,1943.0,amountsowedtogroupundertakingsparticipatinginterests,1943.0,frs-102
218,1914.0,interestpayablesimilarchargesfinancecosts,1914.0,frs-102
220,1887.0,amountsowedbyrelatedparties,1887.0,frs-102
222,1829.0,deferredtaxliabilities,1829.0,frs-102
223,1829.0,finaldividendspaid,1829.0,frs-102
229,1647.0,additionalprovisionsincreasefromnewprovisionsrecognised,1647.0,frs-102
230,1566.0,numbersharesissuedspecificshareissue,1566.0,frs-102
231,1563.0,nominalvaluesharesissuedspecificshareissue,1563.0,frs-102
233,1542.0,netdeferredtaxliabilityasset,1542.0,frs-102
234,1515.0,increasedecreaseinpropertyplantequipment,1515.0,frs-102
237,1485.0,amountsowedbygroupundertakingsparticipatinginterests,1485.0,frs-102
238,1476.0,dividendpershareinterim,1476.0,frs-102
241,1373.0,additionsotherthanthroughbusinesscombinationsinvestmentpropertyfairvaluemodel,1373.0,frs-102
242,1346.0,increasedecreaseduetotransfersbetweenclassespropertyplantequipment,1346.0,frs-102
244,1321.0,increasedecreaseinnetdeferredtaxliabilityfromamountrecognisedinprofitorloss,1321.0,frs-102
245,1270.0,currenttaxforperiod,1270.0,frs-102
248,1228.0,incomeexpenserecogniseddirectlyinequity,1228.0,frs-102
249,1222.0,additionalprovisionsincreasefromnewprovisionsrecognisedinprofitorloss,1222.0,frs-102
251,1145.0,investments,1145.0,frs-102
252,1132.0,otherincreasedecreaseindepreciationimpairmentpropertyplantequipment,1132.0,frs-102
253,1125.0,deferredtaxassetdebtors,1125.0,frs-102
256,1096.0,otheroperatingincomeformat1,1096.0,frs-102
263,1020.0,balancesamountsowedtorelatedparties,1020.0,frs-102
265,1005.0,finishedgoods,1005.0,frs-102
266,952.0,financeleasepaymentsowingminimumgross,952.0,frs-102
268,937.0,gainlossonrevaluationpropertyplantequipmentbeforetaxinothercomprehensiveincome,937.0,frs-102
269,926.0,interimdividendspaid,926.0,frs-102
271,894.0,rawmaterials,894.0,frs-102
272,885.0,dividendspaidonsharesinterim,885.0,frs-102
274,871.0,furtheritemcreditorscomponenttotalcreditors,871.0,frs-102
275,869.0,disposalsintangibleassets,869.0,frs-102
278,855.0,percentageclassshareheldinsubsidiary,855.0,frs-102
279,854.0,investmentsinsubsidiaries,854.0,frs-102
281,824.0,calledupsharecapitalnotpaid,824.0,frs-102
285,765.0,disposalsdecreaseinamortisationimpairmentintangibleassets,765.0,frs-102
290,644.0,numbersharesissuedinperiod-gross,644.0,frs-102
294,636.0,balancesamountsowedbyrelatedparties,636.0,frs-102
297,625.0,amortisationrateusedforintangibleassets,625.0,frs-102
298,612.0,numbersharesissuedbutnotfullypaid,612.0,frs-102
300,582.0,nominalvaluesharesissuedinperiod,582.0,frs-102
301,582.0,deferredtaxexpensecreditrelatingtooriginationreversaltimingdifferences,582.0,frs-102
302,578.0,otherpayablesaccruedexpenses,578.0,frs-102
303,577.0,carryingamountundercostmodelrevaluedassetspropertyplantequipment,577.0,frs-102
305,573.0,paymentsreceivedonaccount,573.0,frs-102
310,506.0,financialcommitmentsotherthancapitalcommitments,506.0,frs-102
312,477.0,amountsowedbyassociates,477.0,frs-102
313,474.0,pensionotherpost-employmentbenefitcostsotherpensioncosts,474.0,frs-102
314,473.0,amountsowedbydirectors,473.0,frs-102
316,466.0,additionsotherthanthroughbusinesscombinationsintangibleassets,466.0,frs-102
318,459.0,interestexpenseonbankoverdraftsbankloanssimilarborrowings,459.0,frs-102
320,439.0,totalincreasedecreasefromrevaluationsintangibleassets,439.0,frs-102
323,413.0,companycontributionstomoneypurchaseplansdirectors,413.0,frs-102
324,407.0,totalcurrenttaxexpensecredit,407.0,frs-102
325,403.0,otherincreasedecreaseinamortisationimpairmentintangibleassets,403.0,frs-102
326,402.0,increasedecreaseduetotransfersbetweenclassesintangibleassets,402.0,frs-102
328,391.0,interestexpense,391.0,frs-102
330,386.0,applicabletaxrate,386.0,frs-102
331,385.0,dividendspaidonsharesfinal,385.0,frs-102
336,370.0,netassetsliabilitiessubsidiaries,370.0,frs-102
337,366.0,dividendpersharefinal,366.0,frs-102
339,363.0,productionaveragenumberemployees,363.0,frs-102
340,360.0,furtheritemdebtorscomponenttotaldebtors,360.0,frs-102
341,360.0,disposalsinvestmentpropertyfairvaluemodel,360.0,frs-102
343,353.0,cashonhand,353.0,frs-102
345,338.0,taxexpensecreditapplicabletaxrate,338.0,frs-102
347,336.0,profitlosssubsidiaries,336.0,frs-102
348,333.0,paymentstorelatedparties,333.0,frs-102
349,333.0,depreciationamortisationexpense,333.0,frs-102
350,332.0,taxincreasedecreasefromeffectexpensesnotdeductibleindeterminingtaxableprofitorloss,332.0,frs-102
351,331.0,capitalcommitments,331.0,frs-102
352,331.0,increasedecreaseincurrenttaxfromadjustmentforpriorperiods,331.0,frs-102
353,324.0,amortisationexpenseintangibleassets,324.0,frs-102
354,313.0,amountsowedtootherrelatedpartiesotherthandirectors,313.0,frs-102
355,305.0,dividendspaidonshares,305.0,frs-102
360,280.0,taxincreasedecreasefromeffectcapitalallowancesdepreciation,280.0,frs-102
361,280.0,othercurrentassetinvestmentsbalancesheetsubtotal,280.0,frs-102
364,271.0,financialliabilities,271.0,frs-102
365,269.0,ownershipinterestinsubsidiarypercent,269.0,frs-102
366,267.0,othercreditorsincludingtaxationsocialsecuritybalancesheetsubtotal,267.0,frs-102
368,262.0,gainlossondisposalspropertyplantequipment,262.0,frs-102
369,262.0,increasedecreasefromfairvalueadjustmentinvestmentpropertyfairvaluemodel,262.0,frs-102
370,260.0,considerationreceivedforsharesissuedspecificshareissue,260.0,frs-102
373,250.0,interestexpenseonobligationsunderfinanceleaseshirepurchasecontracts,250.0,frs-102
375,238.0,loansowedtorelatedparties,238.0,frs-102
376,230.0,otherdeferredtaxexpensecredit,230.0,frs-102
377,229.0,purchasepropertyplantequipment,229.0,frs-102
383,223.0,netcashflowsfromusedinoperatingactivities,223.0,frs-102
384,218.0,investmentsinjointventures,218.0,frs-102
385,216.0,incometaxespaidrefundclassifiedasoperatingactivities,216.0,frs-102
386,215.0,incomefromrelatedparties,215.0,frs-102
387,213.0,netcashgeneratedfromoperations,213.0,frs-102
390,205.0,netcashflowsfromusedininvestingactivities,205.0,frs-102
391,204.0,totaloperatingleasepayments,204.0,frs-102
392,201.0,increaseinloansowedtorelatedpartiesduetoloansadvanced,201.0,frs-102
393,198.0,increasedecreaseincashcashequivalentsbeforeforeignexchangedifferenceschangesinconsolidation,198.0,frs-102
394,190.0,loansowedbyrelatedparties,190.0,frs-102
395,185.0,netcashflowsfromusedinfinancingactivities,185.0,frs-102
397,174.0,currentliabilities,174.0,frs-102
398,173.0,dividenddeclaredpayable,173.0,frs-102
399,172.0,gainlossincashflowsfromchangeincreditorstradeotherpayables,172.0,frs-102
400,170.0,increaseinloansowedbyrelatedpartiesduetoloansadvanced,170.0,frs-102
401,169.0,accruedincome,169.0,frs-102
402,169.0,gainlossincashflowsfromchangeindebtorstradeotherreceivables,169.0,frs-102
403,166.0,futurefinancechargesonfinanceleases,166.0,frs-102
404,159.0,dividendspaidclassifiedasfinancingactivities,159.0,frs-102
405,158.0,furtherdepartmentitemaveragenumberemployeescomponentaveragenumberlist,158.0,frs-102
407,155.0,incometaxexpensecreditoncomponentsothercomprehensiveincome,155.0,frs-102
408,151.0,cashcashequivalentscashflowvalue,151.0,frs-102
409,151.0,numberdirectorsaccruingbenefitsundermoneypurchasescheme,151.0,frs-102
410,150.0,balanceswithbanks,150.0,frs-102
412,148.0,investmentsinassociates,148.0,frs-102
413,146.0,redeemablepreferencesharesliability,146.0,frs-102
414,146.0,proceedsfromsalespropertyplantequipment,146.0,frs-102
415,141.0,furtheritemtaxincreasedecreasecomponentadjustingitems,141.0,frs-102
417,138.0,deferredtaxassets,138.0,frs-102
419,134.0,issueordinaryshares,134.0,frs-102
