variable,value,record
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Norlec Holdings Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Norton College (Worcester) Limited as anindividual company and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Nortons Hiab Services Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Nutritional Research Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Nuvo Futura Limited as an individualcompany and do not contain consolidated financial information as the parent of a group.The company has taken the option under Section 398 of the Companies Act 2006 not toprepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about OB Holdings Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Oceanways Travel Services Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option under Section398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about Oilsearch Limited as an individual company and donot contain consolidated financial information as the parent of a group.  The company is exempt underSection 400 of the Companies Act 2006 from the requirements to prepare consolidated financialstatements as it and its subsidiary undertaking are included by full consolidation in the consolidatedfinancial statements of its parent, Exact Group Technologies Limited, Leonard House, 5-7 NewmanRoad,Bromley, Kent, BR1 1RJ. ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about P.J. Barnett Consultants Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about PJ Livesey South Limited as an individual company and donot contain consolidated financial information as the parent of a group.  The company is exempt under Section400 of the Companies Act 2006 from the requirements to prepare consolidated financial statements as it and itssubsidiary undertakings are included by full consolidation in the consolidated financial statements of its parent,P. J. Livesey Holdings Limited, Ashburton Park, Ashburton Road West, Trafford Park, Manchester, M17 1AF. ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Paper Bag Company Holdings Limited as anindividual company and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Phoenix Psychology Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Plimsoll Publishing Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Potteries Tyres Holdings Ltd as an individual companyand do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements.,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Power Gems Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Prime Print Group Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Primeris Associates Ltd as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Primmer Olds BAS Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Procore Holdings Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Proskins Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken theoption under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Quartet Books Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about R & B Mangmali Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about R E Plant Hire Holdings Ltd as an individualcompany and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about R H Thorstensen Ltd as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken theoption under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about R T Shepherd & Son (Scotland) Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about RAM 227 Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about RSSAC Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Radbourne Racing (Wimbledon) Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company isexempt under Section 399(2A) of the Companies Act 2006 from the requirements to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Rako Controls Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Red Hill Care Home Ventures Ltd as an individualcompany and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Remick 2 Limited as an individual Company and do not containconsolidated financial information as the parent of a group. The director has taken the decision not to prepareconsolidated financial statements in accordance with Section 398 of the Companies Act 2006.,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Richard Featherston (Holdings) Limited as anindividual company and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about RiskBusiness Group Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Robinson Holdings Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Rolosoft Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Rontades Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken theoption under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about S & E Group Management Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company hastaken the option under Section 398 of the Companies Act 2006 not to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about S.H.R. Business Holdings Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Salinas Inc Ltd as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Saltfire Stoves Ltd as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sandwood Design and Build Limited as anindividual company and do not contain consolidated financial information as the parent of a group.The company has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Saxton & Co Ltd as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Saxton Holdings Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Schooling For Life Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Scissett Supermarket Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Scot Young Research Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company is exempt under Section402 of the Companies Act 2006 from the requirements to prepare consolidated financial statements as itssubsidiaries are either immaterial or there are severe long term restrictions on control.,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Senco Logistics Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sentinel Manufacturing Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Servita Consulting Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sevenoaks & District Motor Club Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company is exemptunder Section 399(2A) of the Companies Act 2006 from the requirements to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Shaftborough Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sharksfin Holdings Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sherado Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Shiresoft Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about SiteVisibility Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sives Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sofra Holdings Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Solo Music Group Limited as anindividual company and do not contain consolidated financial information as the parent of agroup. The company has taken the option under Section 398 of the Companies Act 2006 notto prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Soloply Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sovereign Homes Holdings Ltd as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of the CompaniesAct 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Specialist Vocational Training Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. These accounts represent information about the company as an individual undertaking and not about the group.Group accounts are not required as the group qualifies as a small sized group.,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sphere Fluidics Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sportscape Group Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about Steps - Drama, Learning, Development Ltd. as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Stern Partners Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Stonewater Capital Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Stow Property Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Structural Properties Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Success Photography Events Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Suland Investments Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Suncream Holdings Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Suntang International Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Surecomp Business Solutions Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Surfshout Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Sutton McGrath Hartley Wills and Probate Limited as anindividual company and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Swimer Investments Holdings Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company hastaken the option under Section 398 of the Companies Act 2006 not to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about TEAMREALM LIMITED as an individualcompany and do not contain consolidated financial information as the parent of a group. Thecompany has taken the option under Section 398 of the Companies Act 2006 not to prepareconsolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about TFP Online Limited as an individual company and do not contain consolidatedfinancial information as the parent of a group. The company is exempt under Section 399(2A) of the Companies Act 2006 from therequirements to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about TGC Holdings Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about TQI (Scotland) Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company hastaken the option under Section 398 of the Companies Act 2006 not to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about TSL Inspections Ltd as an individual companyand do not contain consolidated financial information as the parent of a group.  The company isexempt under Section 400 of the Companies Act 2006 from the requirements to prepare consolidatedfinancial statements as it and its subsidiary undertaking are included by full consolidation in theconsolidated financial statements of its parent, Guideline Lift Services Limited, . ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Taleka Group Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Technology Broadcasting Systems Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company hastaken the option under Section 398 of the Companies Act 2006 not to prepare consolidated financialstatements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Texchem UK Holdings Ltd as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Thackers Commercial (Holdings) Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Thameside Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about The Archers Estates Company Limitedas an individual company and do not contain consolidated financial information as theparent of a group. The company has taken the option under Section 398 of the CompaniesAct 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about The Edge Estates (UK) Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about The International Centre for Nutritional ExcellenceLimited as an individual company and do not contain consolidated financial information as the parent ofa group. The company has taken the option under Section 398 of the Companies Act 2006 not toprepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about The Major Agency Ltd as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Thermal Compaction Group Ltd as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken theoption under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Thinking Space Systems Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken theoption under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Titash International Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Trehaven Leisure Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Trent House (Ipswich) Limited as an individual company anddo not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Tri-Pack Plastics Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Tudorhead Holdings Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The companyhas taken the option under Section 398 of the Companies Act 2006 not to prepare consolidatedfinancial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Twinglobe Care Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company is exempt under Section 400 of the Companies Act2006 from the requirements to prepare consolidated financial statements as it and its subsidiary undertaking are included byfull consolidated financial statements of its parent.,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Two Temple Place Limited as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Urban Eye Properties Ltd as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398 of theCompanies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Uroc Limited as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about V B Holdings Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about Vanguard Contracts Limited as an individual company anddo not contain consolidated financial information as the parent of a group.  The company is exempt underSection 400 of the Companies Act 2006 from the requirements to prepare consolidated financial statements as itand its subsidiary undertaking are included by full consolidation in the consolidated financial statements of itsparent, The Vanguard Group of Companies Limited., . ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Vanpimps Ltd as an individual company and do not containconsolidated financial information as the parent of a group. The company has taken the option under Section 398of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,"The financial statements contain information about Verisk Analytics Limited as an individual company and donot contain consolidated financial information as the parent of a group.  The company is exempt under Section401 of the Companies Act 2006 from the requirements to prepare consolidated financial statements as it andits subsidiary undertaking are included by full consolidation in the consolidated financial statements of itsparent, Verisk Analytics, Inc., a company registered in United States of America. ",1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Virtual Management Ltd as an individual company and donot contain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Voyage Paris Holdings Limited as an individual companyand do not contain consolidated financial information as the parent of a group. The company has taken the optionunder Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about W P Bruce Limited as an individual company and do notcontain consolidated financial information as the parent of a group. The company has taken the option underSection 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,The financial statements contain information about Walker & Hutton (Holdings) Limited as an individualcompany and do not contain consolidated financial information as the parent of a group. The company has takenthe option under Section 398 of the Companies Act 2006 not to prepare consolidated financial statements. ,1
